"Time","Unix Time","Entry"
"10/25/17 3:49 PM","1508946540","2505"
"10/25/17 3:50 PM","1508946600","2523"
"10/25/17 3:51 PM","1508946660","2535"
"10/25/17 3:52 PM","1508946720","2551"
"10/25/17 3:53 PM","1508946780","2568"
"10/25/17 3:54 PM","1508946840","2583"
"10/25/17 3:55 PM","1508946900","2597"
"10/25/17 3:56 PM","1508946960","2615"
"10/25/17 3:57 PM","1508947020","2626"
"10/25/17 3:58 PM","1508947080","2636"
"10/25/17 3:59 PM","1508947140","2649"
"10/25/17 4:00 PM","1508947200","2665"
"10/25/17 4:01 PM","1508947260","2681"
"10/25/17 4:02 PM","1508947320","2700"
"10/25/17 4:03 PM","1508947380","2716"
"10/25/17 4:04 PM","1508947440","2730"
"10/25/17 4:05 PM","1508947500","2743"
"10/25/17 4:06 PM","1508947560","2760"
"10/25/17 4:07 PM","1508947620","2772"
"10/25/17 4:08 PM","1508947680","2782"
"10/25/17 4:09 PM","1508947740","2792"
"10/25/17 4:10 PM","1508947800","2809"
"10/25/17 4:11 PM","1508947860","2822"
"10/25/17 4:12 PM","1508947920","2831"
"10/25/17 4:13 PM","1508947980","2834"
"10/25/17 4:14 PM","1508948040","2839"
"10/25/17 4:15 PM","1508948100","2850"
"10/25/17 4:16 PM","1508948160","2859"
"10/25/17 4:17 PM","1508948220","2872"
"10/25/17 4:18 PM","1508948280","2875"
"10/25/17 4:19 PM","1508948340","2884"
"10/25/17 4:20 PM","1508948400","2895"
"10/25/17 4:21 PM","1508948460","2907"
"10/25/17 4:22 PM","1508948520","2925"
"10/25/17 4:23 PM","1508948580","2939"
"10/25/17 4:24 PM","1508948640","2951"
"10/25/17 4:25 PM","1508948700","2969"
"10/25/17 4:26 PM","1508948760","2986"
"10/25/17 4:27 PM","1508948820","2992"
"10/25/17 4:28 PM","1508948880","3003"
"10/25/17 4:29 PM","1508948940","3009"
"10/25/17 4:30 PM","1508949000","3011"
"10/25/17 4:31 PM","1508949060","3021"
"10/25/17 4:32 PM","1508949120","3038"
"10/25/17 4:33 PM","1508949180","3047"
"10/25/17 4:34 PM","1508949240","3057"
"10/25/17 4:35 PM","1508949300","3066"
"10/25/17 4:36 PM","1508949360","3077"
"10/25/17 4:37 PM","1508949420","3083"
"10/25/17 4:38 PM","1508949480","3086"
"10/25/17 4:39 PM","1508949540","3096"
"10/25/17 4:40 PM","1508949600","3111"
"10/25/17 4:41 PM","1508949660","3120"
"10/25/17 4:42 PM","1508949720","3128"
"10/25/17 4:43 PM","1508949780","3138"
"10/25/17 4:44 PM","1508949840","3144"
"10/25/17 4:45 PM","1508949900","3152"
"10/25/17 4:46 PM","1508949960","3166"
"10/25/17 4:47 PM","1508950020","3173"
"10/25/17 4:48 PM","1508950080","3178"
"10/25/17 4:49 PM","1508950140","3184"
"10/25/17 4:50 PM","1508950200","3194"
"10/25/17 4:51 PM","1508950260","3203"
"10/25/17 4:52 PM","1508950320","3210"
"10/25/17 4:53 PM","1508950380","3219"
"10/25/17 4:54 PM","1508950440","3227"
"10/25/17 4:55 PM","1508950500","3234"
"10/25/17 4:56 PM","1508950560","3240"
"10/25/17 4:57 PM","1508950620","3244"
"10/25/17 4:58 PM","1508950680","3254"
"10/25/17 4:59 PM","1508950740","3265"
"10/25/17 5:00 PM","1508950800","3277"
"10/25/17 5:01 PM","1508950860","3290"
"10/25/17 5:02 PM","1508950920","3292"
"10/25/17 5:03 PM","1508950980","3307"
"10/25/17 5:04 PM","1508951040","3313"
"10/25/17 5:05 PM","1508951100","3322"
"10/25/17 5:06 PM","1508951160","3329"
"10/25/17 5:07 PM","1508951220","3345"
"10/25/17 5:08 PM","1508951280","3359"
"10/25/17 5:09 PM","1508951340","3367"
"10/25/17 5:10 PM","1508951400","3373"
"10/25/17 5:11 PM","1508951460","3378"
"10/25/17 5:12 PM","1508951520","3383"
"10/25/17 5:13 PM","1508951580","3397"
"10/25/17 5:14 PM","1508951640","3408"
"10/25/17 5:15 PM","1508951700","3414"
"10/25/17 5:16 PM","1508951760","3425"
"10/25/17 5:17 PM","1508951820","3432"
"10/25/17 5:18 PM","1508951880","3442"
"10/25/17 5:19 PM","1508951940","3449"
"10/25/17 5:20 PM","1508952000","3461"
"10/25/17 5:21 PM","1508952060","3471"
"10/25/17 5:22 PM","1508952120","3478"
"10/25/17 5:23 PM","1508952180","3488"
"10/25/17 5:24 PM","1508952240","3497"
"10/25/17 5:25 PM","1508952300","3500"
"10/25/17 5:26 PM","1508952360","3509"
"10/25/17 5:27 PM","1508952420","3519"
"10/25/17 5:28 PM","1508952480","3525"
"10/25/17 5:29 PM","1508952540","3529"
"10/25/17 5:30 PM","1508952600","3539"
"10/25/17 5:31 PM","1508952660","3546"
"10/25/17 5:32 PM","1508952720","3558"
"10/25/17 5:33 PM","1508952780","3573"
"10/25/17 5:34 PM","1508952840","3573"
"10/25/17 5:35 PM","1508952900","3583"
"10/25/17 5:36 PM","1508952960","3591"
"10/25/17 5:37 PM","1508953020","3603"
"10/25/17 5:38 PM","1508953080","3608"
"10/25/17 5:39 PM","1508953140","3619"
"10/25/17 5:40 PM","1508953200","3633"
"10/25/17 5:41 PM","1508953260","3641"
"10/25/17 5:42 PM","1508953320","3651"
"10/25/17 5:43 PM","1508953380","3662"
"10/25/17 5:44 PM","1508953440","3673"
"10/25/17 5:45 PM","1508953500","3680"
"10/25/17 5:46 PM","1508953560","3695"
"10/25/17 5:47 PM","1508953620","3701"
"10/25/17 5:48 PM","1508953680","3707"
"10/25/17 5:49 PM","1508953740","3720"
"10/25/17 5:50 PM","1508953800","3733"
"10/25/17 5:51 PM","1508953860","3746"
"10/25/17 5:52 PM","1508953920","3759"
"10/25/17 5:53 PM","1508953980","3765"
"10/25/17 5:54 PM","1508954040","3774"
"10/25/17 5:55 PM","1508954100","3785"
"10/25/17 5:56 PM","1508954160","3800"
"10/25/17 5:57 PM","1508954220","3819"
"10/25/17 5:58 PM","1508954280","3831"
"10/25/17 5:59 PM","1508954340","3847"
"10/25/17 6:00 PM","1508954400","3856"
"10/25/17 6:01 PM","1508954460","3863"
"10/25/17 6:02 PM","1508954520","3874"
"10/25/17 6:03 PM","1508954580","3888"
"10/25/17 6:04 PM","1508954640","3899"
"10/25/17 6:05 PM","1508954700","3909"
"10/25/17 6:06 PM","1508954760","3922"
"10/25/17 6:07 PM","1508954820","3932"
"10/25/17 6:08 PM","1508954880","3950"
"10/25/17 6:09 PM","1508954940","3964"
"10/25/17 6:10 PM","1508955000","3978"
"10/25/17 6:11 PM","1508955060","3984"
"10/25/17 6:12 PM","1508955120","3993"
"10/25/17 6:13 PM","1508955180","4000"
"10/25/17 6:14 PM","1508955240","4006"
"10/25/17 6:15 PM","1508955300","4019"
"10/25/17 6:16 PM","1508955360","4032"
"10/25/17 6:17 PM","1508955420","4041"
"10/25/17 6:18 PM","1508955480","4055"
"10/25/17 6:20 PM","1508955600","4060"
"10/25/17 6:21 PM","1508955660","4061"
"10/25/17 6:22 PM","1508955720","4077"
"10/25/17 6:23 PM","1508955780","4091"
"10/25/17 6:24 PM","1508955840","4104"
"10/25/17 6:25 PM","1508955900","4109"
"10/25/17 6:26 PM","1508955960","4119"
"10/25/17 6:27 PM","1508956020","4134"
"10/25/17 6:28 PM","1508956080","4151"
"10/25/17 6:29 PM","1508956140","4164"
"10/25/17 6:30 PM","1508956200","4180"
"10/25/17 6:31 PM","1508956260","4196"
"10/25/17 6:32 PM","1508956320","4213"
"10/25/17 6:33 PM","1508956380","4221"
"10/25/17 6:34 PM","1508956440","4226"
"10/25/17 6:35 PM","1508956500","4229"
"10/25/17 6:36 PM","1508956560","4246"
"10/25/17 6:37 PM","1508956620","4260"
"10/25/17 6:38 PM","1508956680","4276"
"10/25/17 6:39 PM","1508956740","4301"
"10/25/17 6:40 PM","1508956800","4323"
"10/25/17 6:41 PM","1508956860","4339"
"10/25/17 6:42 PM","1508956920","4352"
"10/25/17 6:43 PM","1508956980","4365"
"10/25/17 6:44 PM","1508957040","4366"
"10/25/17 6:45 PM","1508957100","4376"
"10/25/17 6:46 PM","1508957160","4381"
"10/25/17 6:47 PM","1508957220","4390"
"10/25/17 6:48 PM","1508957280","4407"
"10/25/17 6:49 PM","1508957340","4418"
"10/25/17 6:50 PM","1508957400","4431"
"10/25/17 6:51 PM","1508957460","4444"
"10/25/17 6:52 PM","1508957520","4453"
"10/25/17 6:53 PM","1508957580","4461"
"10/25/17 6:54 PM","1508957640","4473"
"10/25/17 6:55 PM","1508957700","4483"
"10/25/17 6:56 PM","1508957760","4495"
"10/25/17 6:57 PM","1508957820","4507"
"10/25/17 6:58 PM","1508957880","4522"
"10/25/17 6:59 PM","1508957940","4535"
"10/25/17 7:00 PM","1508958000","4547"
"10/25/17 7:01 PM","1508958060","4565"
"10/25/17 7:02 PM","1508958120","4581"
"10/25/17 7:03 PM","1508958180","4598"
"10/25/17 7:04 PM","1508958240","4604"
"10/25/17 7:05 PM","1508958300","4615"
"10/25/17 7:06 PM","1508958360","4618"
"10/25/17 7:07 PM","1508958420","4624"
"10/25/17 7:08 PM","1508958480","4632"
"10/25/17 7:09 PM","1508958540","4641"
"10/25/17 7:10 PM","1508958600","4649"
"10/25/17 7:11 PM","1508958660","4662"
"10/25/17 7:12 PM","1508958720","4666"
"10/25/17 7:13 PM","1508958780","4673"
"10/25/17 7:14 PM","1508958840","4678"
"10/25/17 7:15 PM","1508958900","4699"
"10/25/17 7:16 PM","1508958960","4711"
"10/25/17 7:17 PM","1508959020","4720"
"10/25/17 7:18 PM","1508959080","4730"
"10/25/17 7:19 PM","1508959140","4743"
"10/25/17 7:20 PM","1508959200","4753"
"10/25/17 7:21 PM","1508959260","4759"
"10/25/17 7:22 PM","1508959320","4768"
"10/25/17 7:23 PM","1508959380","4783"
"10/25/17 7:24 PM","1508959440","4798"
"10/25/17 7:25 PM","1508959500","4809"
"10/25/17 7:26 PM","1508959560","4824"
"10/25/17 7:27 PM","1508959620","4830"
"10/25/17 7:28 PM","1508959680","4841"
"10/25/17 7:29 PM","1508959740","4845"
"10/25/17 7:30 PM","1508959800","4852"
"10/25/17 7:31 PM","1508959860","4862"
"10/25/17 7:32 PM","1508959920","4865"
"10/25/17 7:33 PM","1508959980","4874"
"10/25/17 7:34 PM","1508960040","4889"
"10/25/17 7:35 PM","1508960100","4904"
"10/25/17 7:36 PM","1508960160","4918"
"10/25/17 7:37 PM","1508960220","4928"
"10/25/17 7:38 PM","1508960280","4936"
"10/25/17 7:39 PM","1508960340","4941"
"10/25/17 7:40 PM","1508960400","4949"
"10/25/17 7:41 PM","1508960460","4959"
"10/25/17 7:42 PM","1508960520","4966"
"10/25/17 7:43 PM","1508960580","4972"
"10/25/17 7:44 PM","1508960640","4985"
"10/25/17 7:45 PM","1508960700","4991"
"10/25/17 7:46 PM","1508960760","4993"
"10/25/17 7:47 PM","1508960820","5009"
"10/25/17 7:48 PM","1508960880","5014"
"10/25/17 7:49 PM","1508960940","5026"
"10/25/17 7:50 PM","1508961000","5036"
"10/25/17 7:51 PM","1508961060","5049"
"10/25/17 7:52 PM","1508961120","5062"
"10/25/17 7:53 PM","1508961180","5078"
"10/25/17 7:54 PM","1508961240","5091"
"10/25/17 7:55 PM","1508961300","5096"
"10/25/17 7:56 PM","1508961360","5099"
"10/25/17 7:57 PM","1508961420","5111"
